,jobUrl,job title,company_name,position,Level,Year of Exp,Hiring,Salary,Sex,Age,Term,Function/Category,Industry,Qualification,Language,Location,Job Description,Job Requirement,Company Profile,Publish Date,Closing Date,Contact Info
0,https://www.camhr.com/a/job/10053630,441_Chinese Person for Real Estate Agency,CamUP Job Center,441_Chinese Person for Real Estate Agency,Senior,~,1,Negotiable ,Male/Female,18 ~ 35,"
          Full Time
        ","
          Others
        ","
          Real Estate Leasing/Acquisition
        ","
          High School
        ","
          Chinese-Mandarin-- Excellent
        ","
          Phnom Penh
        ","Our client is a Japanese Hotel which is located in Phnom Penh. Currently, we are seeking for qualified candidate to fill the position Chinese Person for Real Estate Agency.

+ Requirements:
- English in business level
- Can use word,excel and PowerPoint
- Under 35 years old
- Want to improve their skill

+ Conditions and Benefits:
- Working time: 08:00am - 05:00pm
- Working days: Monday - Saturday(Full)
- Holidays: Sunday & Legal Holidays
- Can get business VISA
- Bonus
- OT
- Salary range: $1800 up","How to apply:
Interested candidates can send their CVs and Cover Letters with current photo of 4x6 to the email as posting below (Contact Information).
Note: Your attached files must be less than 3 MB.

First come, first serve!

Only short-list candidates will be contacted for an interview.

 Thank you for interesting in our job vacancy. ","Established in 2013, CamUp Job Center has worked with the commitment of providing quality service in recruitment and human resource consultant. We are increasingly popular and become the best agency in Cambodia, which plays a vital role in job market sector in the region.

CamUp Job Center is specialized in accounting, finance, real estate, engineering, IT, industry, construction, and other job sectors. We tend to passionately perform our jobs with high efficiency and dedication. Our 6 unique points:

• We can help you to effectively save time with all responsibilities within the recruitment process, especially dealing with the large pool of applications
• We are entrusted by over 18,000+ candidates in our system 
• We can increase your exposure to the pool of candidate market through online and offline networks.
• We are the frontline to improve candidate quality through resume screening and skill assessments interview.
• We provide the highest qualified, passionate, and dedicated candidates for your business. 
• We are the recruitment experts and committed to matching the right person for the right job. ",Publish Date：Jan-30-2015,Closing Date：Mar-01-2015,"Contact Information HR2  010 461 777 / 010 418 777 2nd Floor, T&C Building, No 35-37, Street 214, Sangkat Boeung Raing, Khan Daun Penh , Phnom Penh, Cambodia  010 461 777 / 010 418 777"
